Configuration:
Stream Type,Stream Name,Format,FPS,Width,Height
Infrared 1,Infrared,Y8,30,640,480
Infrared 2,Infrared,Y8,30,640,480
Depth,Depth,Z16,30,640,480
Color,Color,RGB8,30,640,480
Accel,Accel,MOTION_XYZ32F,63
Gyro,Gyro,MOTION_XYZ32F,200


Stream Type,Index,F#,HW Timestamp (ms),Host Timestamp(ms)

Depth,0,0,1621786432292.491,13.063
Depth,0,1,1621786432325.835,45.606
Depth,0,2,1621786432360.432,79.501
Depth,0,3,1621786432396.330,111.407
Depth,0,4,1621786432433.529,144.787
Depth,0,5,1621786432472.030,178.426
Depth,0,6,1621786432511.833,211.478
Depth,0,7,1621786432549.253,245.212
Depth,0,8,1621786432586.954,278.265
Depth,0,9,1621786432624.935,311.547
Depth,0,10,1621786432663.197,345.008
Depth,0,11,1621786432701.740,378.494
Depth,0,12,1621786432740.500,411.564
Depth,0,13,1621786432779.529,446.083
Depth,0,14,1621786432818.825,478.266
Depth,0,15,1621786432858.389,511.502
Depth,0,16,1621786432897.981,545.030
Depth,0,17,1621786432936.084,578.258
Depth,0,18,1621786432974.189,611.612
Depth,0,19,1621786433012.085,645.688
Depth,0,20,1621786433049.023,678.339
Depth,0,21,1621786433085.823,711.637
Depth,0,22,1621786433122.405,745.202
Depth,0,23,1621786433158.490,778.339
Depth,0,24,1621786433194.390,811.619
Depth,0,25,1621786433230.078,845.131
Depth,0,26,1621786433265.461,878.294
Depth,0,27,1621786433300.643,911.621
Depth,0,28,1621786433335.628,945.282
Depth,0,29,1621786433370.420,978.496
Depth,0,30,1621786433405.011,1011.548
Depth,0,31,1621786433439.407,1045.162
Depth,0,32,1621786433473.714,1078.328
Depth,0,33,1621786433507.828,1111.737
Depth,0,34,1621786433541.757,1145.376
Depth,0,35,1621786433575.645,1178.591
Depth,0,36,1621786433609.350,1211.837
Depth,0,37,1621786433642.881,1245.376
Depth,0,38,1621786433676.421,1278.512
Depth,0,39,1621786433709.788,1311.980
Depth,0,40,1621786433742.994,1345.378
Depth,0,41,1621786433776.244,1378.683
Depth,0,42,1621786433809.335,1411.873
Depth,0,43,1621786433842.266,1445.342
Depth,0,44,1621786433875.036,1478.737
Depth,0,45,1621786433907.647,1512.001
Depth,0,46,1621786433940.099,1545.616
Depth,0,47,1621786433973.001,1578.779
Depth,0,48,1621786434006.198,1611.916
Depth,0,49,1621786434039.290,1645.534
Depth,0,50,1621786434072.275,1678.608
Depth,0,51,1621786434105.154,1711.951
Depth,0,52,1621786434138.137,1745.395
Depth,0,53,1621786434171.021,1778.694
Depth,0,54,1621786434203.805,1811.970
Depth,0,55,1621786434236.490,1845.601
Depth,0,56,1621786434269.076,1878.675
Depth,0,57,1621786434301.562,1912.000
Depth,0,58,1621786434333.949,1945.472
Depth,0,59,1621786434366.237,1979.212
Depth,0,60,1621786434398.425,2011.949
Depth,0,61,1621786434430.514,2045.530
Depth,0,62,1621786434462.504,2078.764
Depth,0,63,1621786434494.395,2112.067
Depth,0,64,1621786434526.186,2145.538
Depth,0,65,1621786434557.878,2178.885
Depth,0,66,1621786434589.471,2212.416
Depth,0,67,1621786434620.964,2245.685
Depth,0,68,1621786434652.358,2279.017
Depth,0,69,1621786434683.653,2312.445
Depth,0,70,1621786434714.848,2345.683
Depth,0,71,1621786434745.944,2378.943
Depth,0,72,1621786434776.940,2412.287
Depth,0,73,1621786434807.838,2445.498
Depth,0,74,1621786434838.636,2478.995
Depth,0,75,1621786434869.335,2512.287
Depth,0,76,1621786434899.934,2545.913
Depth,0,77,1621786434930.435,2579.050
Depth,0,78,1621786434960.835,2612.414
Depth,0,79,1621786434991.137,2645.683
Depth,0,80,1621786435021.339,2679.023
Depth,0,81,1621786435051.478,2712.252
Depth,0,82,1621786435084.923,2746.193
Depth,0,83,1621786435118.210,2779.014
Depth,0,84,1621786435151.480,2812.279
Depth,0,85,1621786435184.736,2845.888
Depth,0,86,1621786435217.976,2879.136
Depth,0,87,1621786435251.201,2912.293
Depth,0,88,1621786435284.410,2945.704
Depth,0,89,1621786435317.603,2979.850
Depth,0,90,1621786435350.781,3012.504
Depth,0,91,1621786435383.943,3045.929
Depth,0,92,1621786435417.089,3079.064
Depth,0,93,1621786435450.220,3112.754
Depth,0,94,1621786435483.335,3145.883
Depth,0,95,1621786435516.435,3179.306
Depth,0,96,1621786435549.519,3212.624
Depth,0,97,1621786435582.586,3245.700
Depth,0,98,1621786435615.639,3279.367
Depth,0,99,1621786435648.676,3312.704
Depth,0,100,1621786435681.697,3345.968
Depth,0,101,1621786435714.703,3379.286
Depth,0,102,1621786435747.693,3412.669
Depth,0,103,1621786435780.667,3446.044
Depth,0,104,1621786435813.626,3479.355
Depth,0,105,1621786435846.570,3512.656
Depth,0,106,1621786435879.497,3546.149
Depth,0,107,1621786435912.409,3579.371
Depth,0,108,1621786435945.305,3613.969
Depth,0,109,1621786435978.186,3646.400
Depth,0,110,1621786436011.051,3679.450
Depth,0,111,1621786436043.900,3712.647
Depth,0,112,1621786436076.734,3746.097
Depth,0,113,1621786436109.549,3779.681
Depth,0,114,1621786436142.342,3813.036
Depth,0,115,1621786436175.115,3847.351
Depth,0,116,1621786436207.868,3879.722
Depth,0,117,1621786436240.600,3912.854
Depth,0,118,1621786436273.312,3946.225
Depth,0,119,1621786436306.003,3982.845
Depth,0,120,1621786436338.674,4012.555
Depth,0,121,1621786436371.324,4046.162
Depth,0,122,1621786436403.954,4079.431
Depth,0,123,1621786436436.563,4112.945
Depth,0,124,1621786436469.151,4146.247
Depth,0,125,1621786436501.719,4179.425
Depth,0,126,1621786436534.267,4213.119
Depth,0,127,1621786436566.794,4246.059
Depth,0,128,1621786436599.301,4279.646
Depth,0,129,1621786436631.787,4313.153
Depth,0,130,1621786436664.253,4346.460
Depth,0,131,1621786436696.698,4379.549
Depth,0,132,1621786436729.123,4413.061
Depth,0,133,1621786436761.527,4446.470
Depth,0,134,1621786436793.911,4479.673
Depth,0,135,1621786436826.275,4513.018
Depth,0,136,1621786436858.617,4546.197
Depth,0,137,1621786436890.939,4579.840
Depth,0,138,1621786436923.241,4613.208
Depth,0,139,1621786436955.522,4646.237
Depth,0,140,1621786436987.783,4679.486
Depth,0,141,1621786437020.033,4712.942
Depth,0,142,1621786437053.285,4746.366
Depth,0,143,1621786437086.537,4779.576
Depth,0,144,1621786437119.789,4813.232
Depth,0,145,1621786437153.040,4846.858
Depth,0,146,1621786437186.290,4879.615
Depth,0,147,1621786437219.541,4913.257
Depth,0,148,1621786437252.790,4946.339
Depth,0,149,1621786437286.040,4980.440
Depth,0,150,1621786437319.289,5013.319
Depth,0,151,1621786437352.536,5046.281
Depth,0,152,1621786437385.784,5079.585
Depth,0,153,1621786437419.032,5113.332
Depth,0,154,1621786437452.279,5146.476
Depth,0,155,1621786437485.526,5179.899
Depth,0,156,1621786437518.772,5213.622
Depth,0,157,1621786437552.018,5246.392
Depth,0,158,1621786437585.263,5279.857
Depth,0,159,1621786437618.509,5313.248
Depth,0,160,1621786437651.753,5346.667
Depth,0,161,1621786437684.998,5379.943
Depth,0,162,1621786437718.241,5413.116
Depth,0,163,1621786437751.485,5446.361
Depth,0,164,1621786437784.727,5479.650
Depth,0,165,1621786437817.969,5513.061
Depth,0,166,1621786437851.211,5546.656
Depth,0,167,1621786437884.453,5579.774
Depth,0,168,1621786437917.694,5613.086
Depth,0,169,1621786437950.935,5646.449
Depth,0,170,1621786437984.176,5679.792
Depth,0,171,1621786438017.416,5713.244
Depth,0,172,1621786438050.700,5746.664
Depth,0,173,1621786438084.009,5779.915
Depth,0,174,1621786438117.319,5813.264
Depth,0,175,1621786438150.629,5846.706
Depth,0,176,1621786438183.940,5880.458
Depth,0,177,1621786438217.251,5913.996
Depth,0,178,1621786438250.564,5946.564
Depth,0,179,1621786438283.877,5980.890
Depth,0,180,1621786438317.191,6013.245
Depth,0,181,1621786438350.505,6046.921
Depth,0,182,1621786438383.821,6080.160
Depth,0,183,1621786438417.136,6113.434
