Configuration:
Stream Type,Stream Name,Format,FPS,Width,Height
Infrared 1,Infrared,Y8,30,640,480
Infrared 2,Infrared,Y8,30,640,480
Depth,Depth,Z16,30,640,480
Color,Color,RGB8,30,640,480
Accel,Accel,MOTION_XYZ32F,63
Gyro,Gyro,MOTION_XYZ32F,200


Stream Type,Index,F#,HW Timestamp (ms),Host Timestamp(ms)

Depth,0,0,1621785278203.949,12.479
Depth,0,1,1621785278237.293,45.309
Depth,0,2,1621785278271.880,85.148
Depth,0,3,1621785278307.769,111.201
Depth,0,4,1621785278344.956,145.748
Depth,0,5,1621785278383.445,178.284
Depth,0,6,1621785278423.235,212.176
Depth,0,7,1621785278460.677,245.186
Depth,0,8,1621785278498.408,278.071
Depth,0,9,1621785278536.426,311.644
Depth,0,10,1621785278574.732,345.635
Depth,0,11,1621785278613.330,378.571
Depth,0,12,1621785278652.120,411.846
Depth,0,13,1621785278691.180,445.561
Depth,0,14,1621785278730.510,479.363
Depth,0,15,1621785278770.109,512.974
Depth,0,16,1621785278809.796,548.009
Depth,0,17,1621785278847.947,579.721
Depth,0,18,1621785278886.100,612.536
Depth,0,19,1621785278924.075,646.905
Depth,0,20,1621785278961.040,679.447
Depth,0,21,1621785278997.865,713.512
Depth,0,22,1621785279034.483,747.197
Depth,0,23,1621785279070.585,779.822
Depth,0,24,1621785279106.500,813.253
Depth,0,25,1621785279142.205,847.132
Depth,0,26,1621785279177.598,879.220
Depth,0,27,1621785279212.790,913.409
Depth,0,28,1621785279247.780,946.787
Depth,0,29,1621785279282.588,980.312
Depth,0,30,1621785279317.196,1013.430
Depth,0,31,1621785279351.600,1047.648
Depth,0,32,1621785279385.805,1079.064
Depth,0,33,1621785279419.808,1112.518
Depth,0,34,1621785279453.610,1146.451
Depth,0,35,1621785279487.750,1178.474
Depth,0,36,1621785279522.156,1212.343
Depth,0,37,1621785279556.427,1245.374
Depth,0,38,1621785279590.565,1278.631
Depth,0,39,1621785279624.570,1312.212
Depth,0,40,1621785279658.416,1346.581
Depth,0,41,1621785279692.123,1379.108
Depth,0,42,1621785279725.690,1413.018
Depth,0,43,1621785279759.125,1446.068
Depth,0,44,1621785279792.417,1478.513
Depth,0,45,1621785279825.568,1512.120
Depth,0,46,1621785279858.687,1546.677
Depth,0,47,1621785279891.668,1578.959
Depth,0,48,1621785279924.512,1611.914
Depth,0,49,1621785279957.385,1646.297
Depth,0,50,1621785279990.128,1678.912
Depth,0,51,1621785280022.739,1713.219
Depth,0,52,1621785280055.419,1745.907
Depth,0,53,1621785280087.976,1778.697
Depth,0,54,1621785280120.410,1812.256
Depth,0,55,1621785280152.722,1845.313
Depth,0,56,1621785280184.911,1878.807
Depth,0,57,1621785280216.976,1911.819
Depth,0,58,1621785280248.920,1946.674
Depth,0,59,1621785280280.741,1978.846
Depth,0,60,1621785280312.439,2012.209
Depth,0,61,1621785280344.015,2045.839
Depth,0,62,1621785280375.468,2078.428
Depth,0,63,1621785280406.799,2111.652
Depth,0,64,1621785280438.006,2145.295
Depth,0,65,1621785280469.091,2178.651
Depth,0,66,1621785280500.054,2211.727
Depth,0,67,1621785280530.893,2245.812
Depth,0,68,1621785280561.610,2278.746
Depth,0,69,1621785280592.205,2312.086
Depth,0,70,1621785280622.677,2345.597
Depth,0,71,1621785280653.025,2378.473
Depth,0,72,1621785280683.251,2412.076
Depth,0,73,1621785280713.355,2445.257
Depth,0,74,1621785280743.336,2478.539
Depth,0,75,1621785280773.194,2511.710
Depth,0,76,1621785280802.930,2546.860
Depth,0,77,1621785280832.543,2578.611
Depth,0,78,1621785280862.034,2612.293
Depth,0,79,1621785280891.401,2645.428
Depth,0,80,1621785280920.646,2678.708
Depth,0,81,1621785280949.812,2712.392
Depth,0,82,1621785280983.224,2745.506
Depth,0,83,1621785281016.541,2779.156
Depth,0,84,1621785281049.850,2811.984
Depth,0,85,1621785281083.152,2846.090
Depth,0,86,1621785281116.446,2878.946
Depth,0,87,1621785281149.732,2913.439
Depth,0,88,1621785281183.011,2946.032
Depth,0,89,1621785281216.283,2980.500
Depth,0,90,1621785281249.546,3012.658
Depth,0,91,1621785281282.802,3045.842
Depth,0,92,1621785281316.051,3079.189
Depth,0,93,1621785281349.292,3112.086
Depth,0,94,1621785281382.525,3145.974
Depth,0,95,1621785281415.750,3178.843
Depth,0,96,1621785281448.968,3212.645
Depth,0,97,1621785281482.178,3246.518
Depth,0,98,1621785281515.379,3279.794
Depth,0,99,1621785281548.574,3312.822
Depth,0,100,1621785281581.761,3345.906
Depth,0,101,1621785281614.941,3378.686
Depth,0,102,1621785281648.113,3411.765
Depth,0,103,1621785281681.277,3445.495
Depth,0,104,1621785281714.434,3478.652
