Configuration:
Stream Type,Stream Name,Format,FPS,Width,Height
Infrared 1,Infrared,Y8,30,640,480
Infrared 2,Infrared,Y8,30,640,480
Depth,Depth,Z16,30,640,480
Color,Color,RGB8,30,640,480
Accel,Accel,MOTION_XYZ32F,63
Gyro,Gyro,MOTION_XYZ32F,200


Stream Type,Index,F#,HW Timestamp (ms),Host Timestamp(ms)

Depth,0,4,1629058011189.406,36.742
Depth,0,5,1629058011227.964,57.078
Depth,0,6,1629058011267.633,89.759
Depth,0,7,1629058011308.413,123.925
Depth,0,8,1629058011348.509,156.182
Depth,0,9,1629058011388.036,190.630
Depth,0,10,1629058011427.994,223.579
Depth,0,11,1629058011468.382,257.230
Depth,0,12,1629058011509.201,291.027
Depth,0,13,1629058011550.450,324.073
Depth,0,14,1629058011591.522,356.729
Depth,0,15,1629058011631.108,390.167
Depth,0,16,1629058011670.781,422.946
Depth,0,17,1629058011710.543,456.107
Depth,0,18,1629058011750.392,489.902
Depth,0,19,1629058011789.072,522.680
Depth,0,20,1629058011826.548,556.090
Depth,0,21,1629058011863.834,589.051
Depth,0,22,1629058011900.626,622.695
Depth,0,23,1629058011936.822,655.709
Depth,0,24,1629058011972.758,689.120
Depth,0,25,1629058012008.390,722.524
Depth,0,26,1629058012043.670,755.737
Depth,0,27,1629058012078.677,789.112
Depth,0,28,1629058012113.433,824.228
Depth,0,29,1629058012147.989,856.670
Depth,0,30,1629058012182.278,890.043
Depth,0,31,1629058012216.407,923.075
Depth,0,32,1629058012250.265,955.789
Depth,0,33,1629058012283.861,989.261
Depth,0,34,1629058012317.227,1022.961
Depth,0,35,1629058012350.725,1057.844
Depth,0,36,1629058012383.987,1089.258
Depth,0,37,1629058012416.991,1122.956
Depth,0,38,1629058012450.116,1156.039
Depth,0,39,1629058012483.025,1190.396
Depth,0,40,1629058012515.672,1223.866
Depth,0,41,1629058012548.490,1256.400
Depth,0,42,1629058012581.111,1290.816
Depth,0,43,1629058012613.533,1323.140
Depth,0,44,1629058012646.018,1356.369
Depth,0,45,1629058012678.425,1389.495
Depth,0,46,1629058012710.652,1423.225
Depth,0,47,1629058012742.914,1457.198
Depth,0,48,1629058012775.155,1491.339
Depth,0,49,1629058012807.234,1524.293
Depth,0,50,1629058012839.344,1557.284
Depth,0,51,1629058012871.455,1590.780
Depth,0,52,1629058012903.417,1622.885
Depth,0,53,1629058012935.231,1657.681
Depth,0,54,1629058012966.897,1689.195
Depth,0,55,1629058012998.414,1724.421
Depth,0,56,1629058013029.783,1756.183
Depth,0,57,1629058013061.004,1791.254
Depth,0,58,1629058013092.077,1824.629
Depth,0,59,1629058013123.002,1856.977
Depth,0,60,1629058013153.778,1891.030
Depth,0,61,1629058013184.407,1922.837
Depth,0,62,1629058013214.887,1957.091
Depth,0,63,1629058013245.219,1990.761
Depth,0,64,1629058013275.403,2023.575
Depth,0,65,1629058013305.439,2056.228
Depth,0,66,1629058013335.327,2090.782
Depth,0,67,1629058013365.066,2124.138
Depth,0,68,1629058013394.657,2157.713
Depth,0,69,1629058013424.100,2190.782
Depth,0,70,1629058013453.394,2223.002
Depth,0,71,1629058013482.541,2257.893
Depth,0,72,1629058013511.540,2289.448
Depth,0,73,1629058013540.390,2323.847
Depth,0,74,1629058013569.092,2356.374
Depth,0,75,1629058013597.646,2389.779
Depth,0,76,1629058013626.052,2422.903
Depth,0,77,1629058013654.310,2458.395
Depth,0,78,1629058013682.419,2490.079
Depth,0,79,1629058013710.380,2523.451
Depth,0,80,1629058013741.364,2557.786
Depth,0,81,1629058013774.656,2589.662
Depth,0,82,1629058013807.948,2624.295
Depth,0,83,1629058013841.237,2656.589
Depth,0,84,1629058013874.525,2692.946
Depth,0,85,1629058013907.813,2723.313
Depth,0,86,1629058013941.100,2758.177
Depth,0,87,1629058013974.385,2791.210
Depth,0,88,1629058014007.669,2823.911
Depth,0,89,1629058014040.953,2858.166
Depth,0,90,1629058014074.235,2889.648
Depth,0,91,1629058014107.516,2924.685
Depth,0,92,1629058014140.795,2957.113
Depth,0,93,1629058014174.074,2990.009
Depth,0,94,1629058014207.351,3023.774
Depth,0,95,1629058014240.628,3058.454
Depth,0,96,1629058014273.902,3091.316
Depth,0,97,1629058014307.176,3123.587
Depth,0,98,1629058014340.448,3157.815
Depth,0,99,1629058014373.720,3190.310
Depth,0,100,1629058014406.991,3224.539
Depth,0,101,1629058014440.260,3256.895
Depth,0,102,1629058014473.529,3291.012
Depth,0,103,1629058014506.796,3324.813
Depth,0,104,1629058014540.062,3358.441
Depth,0,105,1629058014573.327,3391.625
Depth,0,106,1629058014606.590,3423.370
Depth,0,107,1629058014639.853,3458.066
Depth,0,108,1629058014673.114,3491.139
Depth,0,109,1629058014706.374,3524.842
Depth,0,110,1629058014739.534,3557.317
Depth,0,111,1629058014772.477,3591.478
Depth,0,112,1629058014805.407,3624.010
Depth,0,113,1629058014838.324,3658.352
Depth,0,114,1629058014871.229,3691.823
Depth,0,115,1629058014904.120,3724.540
Depth,0,116,1629058014936.999,3758.247
Depth,0,117,1629058014969.865,3789.870
Depth,0,118,1629058015002.718,3825.181
Depth,0,119,1629058015035.558,3856.636
Depth,0,120,1629058015068.385,3891.617
Depth,0,121,1629058015101.199,3923.560
Depth,0,122,1629058015134.001,3958.016
Depth,0,123,1629058015166.789,3991.300
Depth,0,124,1629058015199.565,4024.347
Depth,0,125,1629058015232.328,4059.164
Depth,0,126,1629058015265.079,4090.473
Depth,0,127,1629058015297.816,4123.900
Depth,0,128,1629058015330.541,4156.915
Depth,0,129,1629058015363.253,4191.550
Depth,0,130,1629058015395.952,4223.629
Depth,0,131,1629058015428.638,4258.427
Depth,0,132,1629058015461.312,4290.194
Depth,0,133,1629058015493.972,4324.927
Depth,0,134,1629058015526.620,4357.010
Depth,0,135,1629058015559.255,4390.111
Depth,0,136,1629058015591.876,4424.659
Depth,0,137,1629058015624.485,4456.800
Depth,0,138,1629058015657.082,4491.868
Depth,0,139,1629058015689.665,4523.365
Depth,0,140,1629058015722.481,4559.281
Depth,0,141,1629058015755.832,4591.430
Depth,0,142,1629058015789.187,4624.728
Depth,0,143,1629058015822.545,4658.341
Depth,0,144,1629058015855.906,4690.917
Depth,0,145,1629058015889.272,4725.012
Depth,0,146,1629058015922.640,4756.900
Depth,0,147,1629058015956.012,4791.451
Depth,0,148,1629058015989.388,4824.053
Depth,0,149,1629058016022.767,4858.049
