Configuration:
Stream Type,Stream Name,Format,FPS,Width,Height
Infrared 1,Infrared,Y8,30,640,480
Infrared 2,Infrared,Y8,30,640,480
Depth,Depth,Z16,30,640,480
Color,Color,RGB8,30,640,480
Accel,Accel,MOTION_XYZ32F,63
Gyro,Gyro,MOTION_XYZ32F,200


Stream Type,Index,F#,HW Timestamp (ms),Host Timestamp(ms)

Depth,0,5,1629057949275.353,16.885
Depth,0,6,1629057949311.251,35.774
Depth,0,7,1629057949347.943,68.733
Depth,0,8,1629057949385.070,102.857
Depth,0,9,1629057949422.658,136.576
Depth,0,10,1629057949460.862,170.283
Depth,0,11,1629057949499.682,203.592
Depth,0,12,1629057949539.116,235.690
Depth,0,13,1629057949579.166,269.602
Depth,0,14,1629057949618.572,301.767
Depth,0,15,1629057949656.951,336.701
Depth,0,16,1629057949695.527,368.806
Depth,0,17,1629057949734.298,403.206
Depth,0,18,1629057949773.265,435.528
Depth,0,19,1629057949810.669,468.505
Depth,0,20,1629057949847.288,501.869
Depth,0,21,1629057949883.793,535.510
Depth,0,22,1629057949919.750,568.764
Depth,0,23,1629057949955.357,602.034
Depth,0,24,1629057949990.780,635.436
Depth,0,25,1629057950025.919,668.519
Depth,0,26,1629057950060.803,702.031
Depth,0,27,1629057950095.484,735.907
Depth,0,28,1629057950129.983,770.626
Depth,0,29,1629057950164.301,803.548
Depth,0,30,1629057950198.415,835.454
Depth,0,31,1629057950232.382,868.653
Depth,0,32,1629057950266.236,902.737
Depth,0,33,1629057950299.894,935.317
Depth,0,34,1629057950333.410,968.854
Depth,0,35,1629057950366.890,1002.445
Depth,0,36,1629057950400.185,1037.058
Depth,0,37,1629057950433.341,1068.796
Depth,0,38,1629057950466.513,1104.155
Depth,0,39,1629057950499.513,1136.595
Depth,0,40,1629057950532.371,1169.795
Depth,0,41,1629057950565.295,1203.857
Depth,0,42,1629057950598.062,1235.984
Depth,0,43,1629057950630.670,1269.436
Depth,0,44,1629057950663.118,1302.609
Depth,0,45,1629057950695.409,1336.818
Depth,0,46,1629057950727.381,1368.562
Depth,0,47,1629057950760.303,1404.270
Depth,0,48,1629057950793.115,1436.824
Depth,0,49,1629057950825.816,1470.906
Depth,0,50,1629057950858.405,1503.727
Depth,0,51,1629057950890.884,1535.932
Depth,0,52,1629057950923.251,1568.801
Depth,0,53,1629057950955.941,1602.688
Depth,0,54,1629057950988.961,1637.304
Depth,0,55,1629057951021.908,1669.697
Depth,0,56,1629057951054.781,1703.912
Depth,0,57,1629057951087.452,1738.635
Depth,0,58,1629057951120.779,1769.213
Depth,0,59,1629057951154.058,1802.183
Depth,0,60,1629057951187.287,1836.209
Depth,0,61,1629057951220.467,1870.545
Depth,0,62,1629057951253.598,1904.634
Depth,0,63,1629057951286.680,1936.820
Depth,0,64,1629057951319.712,1969.098
Depth,0,65,1629057951352.695,2003.637
Depth,0,66,1629057951385.629,2036.694
Depth,0,67,1629057951418.513,2070.720
Depth,0,68,1629057951451.349,2102.687
Depth,0,69,1629057951484.135,2135.734
Depth,0,70,1629057951516.872,2169.724
Depth,0,71,1629057951549.558,2202.598
Depth,0,72,1629057951582.197,2236.486
Depth,0,73,1629057951614.786,2269.490
Depth,0,74,1629057951647.325,2302.326
Depth,0,75,1629057951679.816,2337.082
