Configuration:
Stream Type,Stream Name,Format,FPS,Width,Height
Infrared 1,Infrared,Y8,30,640,480
Infrared 2,Infrared,Y8,30,640,480
Depth,Depth,Z16,30,640,480
Color,Color,RGB8,30,640,480
Accel,Accel,MOTION_XYZ32F,63
Gyro,Gyro,MOTION_XYZ32F,200


Stream Type,Index,F#,HW Timestamp (ms),Host Timestamp(ms)

Depth,0,4,1629058238288.714,28.854
Depth,0,5,1629058238326.788,50.969
Depth,0,6,1629058238366.010,84.188
Depth,0,7,1629058238406.377,117.672
Depth,0,8,1629058238446.714,152.152
Depth,0,9,1629058238486.337,185.409
Depth,0,10,1629058238526.494,218.806
Depth,0,11,1629058238567.186,252.738
Depth,0,12,1629058238608.412,285.397
Depth,0,13,1629058238647.563,320.075
Depth,0,14,1629058238685.571,352.213
Depth,0,15,1629058238723.500,385.491
Depth,0,16,1629058238760.945,418.679
Depth,0,17,1629058238797.890,451.196
Depth,0,18,1629058238834.652,483.916
Depth,0,19,1629058238871.139,518.325
Depth,0,20,1629058238907.278,550.588
Depth,0,21,1629058238943.205,584.261
Depth,0,22,1629058238978.911,617.363
Depth,0,23,1629058239014.378,650.805
Depth,0,24,1629058239049.627,683.794
Depth,0,25,1629058239084.668,718.298
Depth,0,26,1629058239119.567,750.642
Depth,0,27,1629058239154.254,783.994
Depth,0,28,1629058239188.725,817.383
Depth,0,29,1629058239223.143,851.173
Depth,0,30,1629058239257.359,884.121
Depth,0,31,1629058239291.340,917.433
Depth,0,32,1629058239325.352,950.689
Depth,0,33,1629058239359.175,983.781
Depth,0,34,1629058239392.810,1018.302
Depth,0,35,1629058239426.418,1050.829
Depth,0,36,1629058239459.913,1084.312
Depth,0,37,1629058239493.232,1119.086
Depth,0,38,1629058239526.377,1152.016
Depth,0,39,1629058239559.346,1185.641
Depth,0,40,1629058239592.141,1218.508
Depth,0,41,1629058239625.139,1252.562
Depth,0,42,1629058239658.732,1284.339
Depth,0,43,1629058239692.215,1318.942
Depth,0,44,1629058239725.593,1352.292
Depth,0,45,1629058239758.870,1384.126
Depth,0,46,1629058239792.035,1419.184
Depth,0,47,1629058239825.108,1450.858
Depth,0,48,1629058239858.138,1485.618
Depth,0,49,1629058239891.058,1519.196
Depth,0,50,1629058239923.890,1553.050
Depth,0,51,1629058239956.735,1584.421
Depth,0,52,1629058239989.473,1617.903
Depth,0,53,1629058240022.106,1652.052
Depth,0,54,1629058240054.633,1684.434
Depth,0,55,1629058240087.055,1719.772
Depth,0,56,1629058240119.371,1750.913
Depth,0,57,1629058240151.581,1785.848
Depth,0,58,1629058240183.686,1818.981
Depth,0,59,1629058240215.685,1852.690
Depth,0,60,1629058240247.577,1885.673
Depth,0,61,1629058240279.365,1918.025
Depth,0,62,1629058240311.047,1952.572
Depth,0,63,1629058240342.624,1984.324
Depth,0,64,1629058240374.094,2019.228
Depth,0,65,1629058240405.460,2051.168
Depth,0,66,1629058240436.719,2085.915
Depth,0,67,1629058240467.873,2118.061
Depth,0,68,1629058240498.922,2151.357
Depth,0,69,1629058240529.865,2184.440
Depth,0,70,1629058240560.701,2218.833
Depth,0,71,1629058240591.433,2252.732
Depth,0,72,1629058240622.059,2287.139
Depth,0,73,1629058240652.578,2319.800
Depth,0,74,1629058240682.993,2351.080
Depth,0,75,1629058240713.302,2385.582
Depth,0,76,1629058240743.505,2419.415
Depth,0,77,1629058240773.603,2452.622
Depth,0,78,1629058240803.595,2484.567
Depth,0,79,1629058240833.481,2518.558
Depth,0,80,1629058240863.929,2551.168
Depth,0,81,1629058240897.271,2585.385
Depth,0,82,1629058240930.602,2618.854
Depth,0,83,1629058240963.921,2650.929
Depth,0,84,1629058240997.229,2686.093
Depth,0,85,1629058241030.525,2718.933
Depth,0,86,1629058241063.810,2752.947
Depth,0,87,1629058241097.083,2785.720
Depth,0,88,1629058241130.345,2819.486
Depth,0,89,1629058241163.596,2852.922
Depth,0,90,1629058241196.836,2884.812
Depth,0,91,1629058241230.064,2919.525
Depth,0,92,1629058241263.281,2951.490
Depth,0,93,1629058241296.486,2986.039
Depth,0,94,1629058241329.680,3020.118
Depth,0,95,1629058241362.863,3051.990
Depth,0,96,1629058241396.034,3086.438
Depth,0,97,1629058241429.194,3119.582
Depth,0,98,1629058241462.342,3153.362
Depth,0,99,1629058241495.479,3185.094
Depth,0,100,1629058241528.604,3220.034
Depth,0,101,1629058241561.718,3251.455
Depth,0,102,1629058241594.821,3284.714
Depth,0,103,1629058241627.913,3318.123
Depth,0,104,1629058241660.993,3353.119
Depth,0,105,1629058241694.062,3384.833
Depth,0,106,1629058241727.119,3419.554
Depth,0,107,1629058241760.165,3453.031
Depth,0,108,1629058241793.200,3484.987
Depth,0,109,1629058241826.223,3519.709
Depth,0,110,1629058241859.261,3551.290
